student_id,attendance,study_hours,quiz_score,assignment_score,midterm_score,sleep_hours,lms_login_count,participation,parent_education,internet_access,family_income,extracurricular,final_grade,risk_level
5033,88.97,1.51,56.21,71.73,45.06,6.91,10,61.51,Bachelor,Yes,Low,Yes,C,Medium
5034,86.08,5.17,65.07,53.58,85.61,8.8,27,39.38,Master,Yes,High,Yes,A,Low
5035,88.74,1.13,80.53,47.74,83.14,7.61,29,76.77,Master,Yes,Low,No,C,Medium
5036,100.0,5.31,61.17,58.78,70.89,5.88,33,71.54,Master,Yes,Low,No,A,Low
5037,100.0,1.3,31.14,53.19,83.53,7.97,27,69.65,Bachelor,No,Medium,No,D,High
5038,67.7,1.75,87.31,86.85,53.81,4.99,32,14.82,High School,Yes,High,Yes,B,Low
5039,100.0,3.75,77.8,77.08,61.12,7.37,18,78.64,Bachelor,Yes,Medium,No,B,Low
5040,83.75,2.4,44.21,46.19,68.02,6.97,21,60.29,High School,No,High,Yes,C,Medium
5041,85.49,2.5,43.99,45.17,68.97,6.32,13,16.39,Master,No,Medium,No,D,High
5042,52.62,0.75,70.86,69.9,81.87,7.61,41,49.64,High School,Yes,Low,No,C,Medium
5043,75.44,2.91,100.0,86.29,77.38,8.69,24,59.74,Bachelor,Yes,High,No,B,Low
5044,65.81,5.09,66.07,54.8,56.33,8.02,31,48.27,Bachelor,Yes,High,Yes,B,Low
5045,90.42,6.88,54.78,78.68,89.35,7.77,10,49.19,Master,Yes,Medium,No,A,Low
5046,94.07,4.99,32.45,100.0,92.56,4.79,2,55.18,Bachelor,Yes,Medium,No,B,Low
5047,46.88,4.73,71.46,87.66,59.03,5.77,17,67.66,Master,Yes,Medium,No,B,Low
5048,77.67,0.5,77.16,96.0,76.42,9.88,13,56.2,High School,Yes,Low,No,C,Medium
5049,94.83,3.45,58.73,82.91,54.82,8.8,7,16.06,Bachelor,Yes,Medium,No,C,Medium
5050,75.2,2.33,62.07,49.13,78.85,4.85,32,72.16,Bachelor,Yes,Medium,Yes,C,Medium
5051,88.94,0.78,59.6,75.01,54.93,5.79,32,43.87,High School,Yes,High,Yes,C,Medium
5052,83.27,1.21,46.99,63.72,90.22,6.02,39,49.49,Bachelor,Yes,Medium,Yes,B,Low
5053,83.12,4.7,47.6,69.95,75.79,6.71,27,51.96,High School,Yes,Low,No,B,Low
5054,73.93,2.5,15.46,66.21,62.54,5.53,39,71.72,High School,Yes,Medium,No,C,Medium
5055,59.75,0.84,45.6,98.02,55.62,6.43,17,43.24,Bachelor,Yes,Low,No,D,High
5056,61.18,2.35,72.08,70.1,44.63,8.01,28,77.19,High School,No,High,No,C,Medium
5057,88.64,4.02,48.01,61.83,17.65,8.05,24,66.98,High School,Yes,High,No,C,Medium
5058,78.29,2.29,72.57,79.78,94.77,7.75,32,52.53,Bachelor,Yes,Medium,Yes,B,Low
5059,75.92,1.32,34.1,71.74,70.62,4.58,34,46.36,Bachelor,Yes,High,No,C,Medium
5060,71.64,1.84,71.71,71.04,39.78,7.13,31,52.02,High School,Yes,High,Yes,C,Medium
5061,73.42,5.09,53.96,59.71,58.5,7.3,5,49.93,Bachelor,Yes,Low,Yes,C,Medium
5062,93.7,0.5,53.19,67.08,74.88,7.14,27,47.58,PhD,No,Medium,Yes,D,High
5063,72.97,3.02,88.54,83.43,54.26,7.38,35,75.93,High School,Yes,Low,No,B,Low
5064,57.88,3.29,22.86,50.36,93.32,6.68,19,59.58,Master,Yes,Medium,No,C,Medium
5065,89.15,2.14,74.94,84.57,55.22,5.77,22,69.44,Bachelor,No,Low,Yes,B,Low
5066,74.93,1.78,79.22,57.99,51.06,6.27,33,84.37,PhD,Yes,Medium,Yes,C,Medium
5067,78.47,5.27,59.23,68.66,60.66,8.03,29,50.03,Master,Yes,Low,No,A,Low
5068,100.0,5.26,39.53,73.14,72.24,7.47,43,57.76,Bachelor,Yes,Medium,No,B,Low
5069,77.69,3.69,66.24,64.3,66.82,8.44,36,45.34,High School,Yes,High,Yes,B,Low
5070,82.34,2.52,56.69,66.15,71.8,5.06,2,41.65,High School,Yes,High,Yes,C,Medium
5071,60.32,3.7,83.61,54.52,73.4,7.26,39,58.45,Bachelor,Yes,Medium,No,B,Low
5072,74.7,4.23,80.65,73.58,49.91,6.66,40,50.49,Bachelor,Yes,Low,No,B,Low
5073,87.14,3.3,65.0,86.29,100.0,6.14,40,56.46,Bachelor,Yes,Medium,Yes,B,Low
5074,54.67,4.28,45.76,44.15,81.83,8.76,38,38.88,High School,Yes,Medium,No,B,Low
5075,81.01,2.86,62.83,79.56,75.37,4.64,25,67.87,Bachelor,Yes,Low,No,B,Low
5076,79.51,0.5,67.64,62.49,79.08,8.74,21,45.2,High School,Yes,Low,No,C,Medium
5077,78.62,3.15,62.57,71.15,83.62,5.21,27,50.41,Master,Yes,High,Yes,B,Low
5078,93.56,4.73,60.67,62.82,80.19,6.44,11,77.73,Master,No,High,Yes,B,Low
5079,83.02,3.56,54.06,68.04,68.56,7.03,43,84.55,Master,Yes,Medium,No,B,Low
5080,100.0,4.12,42.21,50.09,68.89,4.62,3,60.98,Bachelor,Yes,Low,Yes,B,Low
5081,63.1,3.01,60.74,98.31,66.64,7.53,31,71.07,High School,Yes,Medium,No,B,Low
5082,80.04,3.15,67.43,44.75,45.24,4.41,5,43.43,Bachelor,No,High,No,C,Medium
5083,79.27,3.81,66.39,68.15,53.22,6.87,28,59.51,High School,Yes,Low,No,C,Medium
5084,61.96,7.0,64.2,48.92,100.0,7.94,2,71.25,Bachelor,Yes,Low,No,B,Low
5085,92.34,5.02,30.66,74.73,56.79,6.03,35,70.86,Master,Yes,Medium,Yes,B,Low
5086,100.0,4.78,50.71,40.43,73.07,6.94,14,77.42,Master,Yes,Low,No,B,Low
5087,77.74,3.87,86.47,73.76,25.12,7.23,9,43.69,Bachelor,Yes,Medium,No,B,Low
5088,85.58,1.1,77.61,59.2,50.92,7.3,21,73.36,Bachelor,Yes,Low,No,D,High
5089,79.27,5.71,62.11,62.8,56.23,5.63,41,65.81,Bachelor,No,High,Yes,B,Low
5090,67.3,5.13,66.26,72.83,76.36,5.35,8,64.88,Bachelor,Yes,Medium,Yes,B,Low
5091,50.69,4.16,44.9,77.44,55.4,8.65,9,83.63,Bachelor,Yes,Medium,No,B,Low
5092,67.41,3.42,45.7,81.07,81.07,6.25,10,59.79,Master,Yes,High,No,B,Low
5093,57.12,4.48,52.49,51.12,62.34,7.22,31,27.44,Bachelor,Yes,High,Yes,B,Low
5094,100.0,3.08,59.32,80.76,79.33,4.82,9,67.67,Bachelor,Yes,Medium,Yes,C,Medium
5095,76.27,4.81,55.31,71.4,49.6,5.93,27,77.59,Master,No,Medium,No,C,Medium
5096,72.81,1.99,67.46,87.58,78.04,6.82,4,78.77,Bachelor,Yes,Low,No,C,Medium
5097,91.34,0.5,65.94,53.44,57.78,7.76,23,72.88,High School,Yes,High,No,D,High
5098,61.17,1.34,68.78,60.89,76.61,8.51,16,32.42,High School,Yes,High,Yes,C,Medium
5099,66.5,3.75,30.29,55.47,19.62,7.44,33,40.06,PhD,No,High,No,C,Medium
5100,79.02,2.96,100.0,77.07,44.1,6.72,13,80.97,Master,Yes,Low,Yes,C,Medium
5101,93.43,3.23,70.24,80.66,93.16,6.54,31,69.77,High School,Yes,Medium,Yes,B,Low
5102,85.53,1.17,58.51,81.02,14.22,4.57,26,57.4,Bachelor,Yes,Medium,No,D,High
5103,81.72,4.04,57.74,71.86,47.73,6.85,8,73.95,Master,Yes,Low,No,C,Medium
5104,79.17,1.63,64.93,67.71,73.73,4.02,38,58.52,Master,No,High,No,C,Medium
5105,84.0,4.39,56.49,87.27,63.15,8.47,17,64.56,Master,Yes,High,No,B,Low
5106,81.02,0.95,51.16,51.01,60.99,5.31,31,52.85,Bachelor,No,Medium,No,D,High
5107,62.55,1.99,63.51,48.33,54.88,9.09,35,39.92,High School,No,High,Yes,D,High
5108,78.69,1.75,80.32,81.55,43.68,7.66,24,56.18,High School,Yes,Medium,No,C,Medium
5109,61.89,4.53,63.34,41.69,76.19,9.47,35,3.77,High School,No,Low,No,B,Low
5110,79.22,2.67,68.26,96.76,62.22,7.04,42,79.7,Bachelor,Yes,Medium,Yes,B,Low
5111,70.79,4.26,82.72,69.31,78.02,5.73,32,62.25,High School,Yes,High,Yes,B,Low
5112,100.0,5.55,79.62,100.0,30.69,7.06,17,51.28,High School,Yes,Medium,No,B,Low
5113,77.4,6.7,95.52,56.06,76.98,8.09,34,97.55,Bachelor,Yes,Medium,No,A,Low
5114,56.94,3.92,37.61,59.82,40.11,5.74,12,47.57,High School,Yes,Medium,Yes,C,Medium
5115,75.99,1.52,48.48,76.13,16.04,8.88,12,70.08,Bachelor,Yes,Medium,No,D,High
5116,85.79,5.75,49.5,44.51,41.52,7.18,43,64.06,High School,Yes,Medium,Yes,B,Low
5117,100.0,6.22,33.47,58.97,77.76,5.84,37,85.83,High School,Yes,Low,Yes,A,Low
5118,69.16,3.39,50.99,56.37,52.47,5.93,24,76.66,High School,No,High,No,C,Medium
5119,54.26,5.87,77.0,55.88,31.27,4.27,10,93.29,Master,Yes,High,No,B,Low
5120,90.25,4.1,89.69,78.03,68.6,6.87,18,89.34,Bachelor,Yes,Medium,No,A,Low
5121,57.29,0.51,71.98,51.82,65.61,5.14,36,40.82,PhD,Yes,Low,No,D,High
5122,71.46,2.36,98.95,74.62,77.57,7.77,41,60.78,Master,Yes,High,Yes,B,Low
5123,74.14,2.59,50.15,90.39,59.16,8.51,32,62.53,High School,No,Medium,Yes,B,Low
5124,76.96,2.85,79.26,72.53,66.36,6.64,24,91.53,Master,Yes,Medium,Yes,B,Low
5125,88.34,1.82,77.01,67.16,53.0,7.55,14,78.54,Bachelor,Yes,Low,No,C,Medium
5126,67.75,1.76,68.47,52.95,53.8,5.87,25,53.12,Bachelor,Yes,Low,Yes,C,Medium
5127,73.89,5.92,63.16,41.12,78.86,6.33,23,46.68,Bachelor,Yes,High,Yes,A,Low
5128,77.79,0.5,60.08,76.71,71.86,7.87,14,42.06,Bachelor,Yes,Medium,No,D,High
5129,80.24,2.2,79.94,75.09,65.49,8.16,26,47.27,Bachelor,Yes,Low,No,B,Low
5130,79.47,4.62,73.61,86.93,47.99,9.09,43,94.38,Bachelor,Yes,Low,Yes,A,Low
5131,84.54,2.5,70.99,77.12,41.97,7.43,23,34.89,Bachelor,No,High,No,C,Medium
5132,90.66,4.22,74.69,71.82,61.09,6.6,25,55.87,Bachelor,Yes,Medium,Yes,B,Low
5133,83.89,2.78,63.79,77.69,40.65,7.12,7,42.68,High School,Yes,Medium,No,C,Medium
5134,84.8,4.29,79.24,66.17,90.01,7.68,2,86.04,High School,Yes,Medium,No,B,Low
5135,54.27,1.63,52.66,42.33,60.27,6.17,40,29.16,Bachelor,Yes,Low,Yes,C,Medium
5136,78.75,0.5,66.99,63.17,90.83,8.21,41,39.59,Bachelor,Yes,High,No,C,Medium
5137,85.19,2.78,64.38,69.16,88.5,8.57,42,57.03,PhD,No,Medium,No,B,Low
5138,88.93,0.5,61.32,50.88,69.94,6.15,10,46.75,Bachelor,Yes,Low,Yes,C,Medium
5139,67.61,3.38,66.44,82.98,44.37,6.92,35,70.2,Bachelor,Yes,Medium,No,B,Low
5140,68.11,1.45,54.49,66.93,12.43,7.65,27,33.95,High School,Yes,High,Yes,D,High
5141,69.39,1.48,100.0,38.42,83.09,5.29,5,44.11,PhD,No,Medium,Yes,D,High
5142,86.05,6.15,86.23,50.07,82.27,6.17,13,93.89,Bachelor,Yes,Low,No,A,Low
5143,93.51,3.99,86.09,93.61,85.81,7.95,31,79.2,High School,Yes,High,No,A,Low
5144,71.89,0.73,76.38,78.02,59.43,9.71,42,67.2,Bachelor,Yes,High,Yes,B,Low
5145,91.62,3.41,82.3,54.88,37.05,7.59,32,59.21,Master,No,High,Yes,C,Medium
5146,79.85,3.24,82.01,79.98,42.26,6.61,37,65.97,High School,Yes,High,Yes,B,Low
5147,76.14,0.5,60.27,72.46,72.66,8.0,43,59.65,High School,Yes,Low,No,C,Medium
5148,74.83,4.13,59.98,91.6,78.86,8.78,12,54.72,Bachelor,Yes,Medium,No,B,Low
5149,89.2,5.22,50.87,100.0,76.23,8.31,32,67.86,Master,Yes,Medium,Yes,A,Low
5150,82.88,2.74,77.79,53.96,85.89,9.5,27,78.8,Master,Yes,Low,Yes,B,Low
5151,100.0,2.97,34.48,67.73,80.35,5.03,14,50.68,Bachelor,No,High,No,C,Medium
5152,65.22,2.5,72.07,98.26,66.81,9.02,33,50.51,Master,Yes,Low,No,B,Low
5153,85.77,4.19,59.08,81.42,74.74,7.91,19,65.71,Bachelor,Yes,Low,Yes,A,Low
5154,70.06,3.05,35.57,51.93,64.58,7.63,28,48.96,High School,Yes,Medium,No,C,Medium
5155,64.96,3.12,70.03,94.75,43.0,5.49,21,51.87,High School,Yes,High,No,C,Medium
5156,77.84,2.04,60.13,80.5,55.34,8.13,12,63.85,Bachelor,Yes,Medium,No,C,Medium
5157,80.06,7.17,72.34,92.87,51.96,5.86,8,74.95,PhD,No,Medium,No,B,Low
5158,100.0,3.03,55.73,48.53,52.88,7.78,20,92.53,High School,Yes,High,Yes,B,Low
5159,75.24,4.76,39.0,49.91,100.0,9.0,9,53.79,High School,Yes,Medium,No,B,Low
5160,61.05,3.98,62.25,65.78,56.11,9.46,29,100.0,Bachelor,Yes,Medium,No,B,Low
5161,82.1,0.5,49.35,76.71,54.31,8.77,23,54.35,Bachelor,Yes,High,Yes,C,Medium
5162,46.88,2.83,31.46,49.95,46.23,7.63,36,60.14,Master,Yes,Medium,Yes,C,Medium
5163,76.62,1.42,80.29,84.41,73.52,4.75,36,60.15,Bachelor,Yes,Low,No,C,Medium
5164,78.24,5.26,54.07,100.0,66.24,6.36,29,46.75,Master,Yes,Medium,No,B,Low
5165,89.92,1.22,62.47,58.35,50.67,6.77,39,62.61,Bachelor,Yes,Low,No,C,Medium
5166,92.6,4.39,25.25,57.56,54.36,7.16,44,52.29,Bachelor,Yes,High,No,B,Low
5167,70.45,5.29,57.34,96.62,81.35,6.03,40,67.65,Bachelor,Yes,Medium,No,A,Low
5168,75.74,4.0,77.62,59.44,40.95,5.92,3,39.95,High School,Yes,Medium,Yes,C,Medium
5169,66.51,3.51,28.27,46.34,50.05,6.96,28,49.36,Bachelor,No,Medium,No,D,High
5170,61.08,2.79,62.45,91.76,65.05,5.96,9,68.73,High School,Yes,Medium,Yes,B,Low
5171,82.65,3.28,52.21,79.95,65.86,5.64,30,84.5,Bachelor,Yes,Low,Yes,B,Low
5172,58.9,1.09,78.22,92.08,73.36,6.88,3,47.86,Master,Yes,Low,Yes,C,Medium
5173,71.78,3.82,56.38,68.55,44.87,7.59,33,58.65,Bachelor,Yes,Medium,Yes,B,Low
5174,63.07,5.39,73.41,69.77,21.13,8.97,24,88.89,High School,No,Medium,No,B,Low
5175,86.25,1.93,76.24,63.71,59.28,6.24,15,45.58,Bachelor,Yes,Medium,No,C,Medium
5176,100.0,3.53,58.97,62.27,50.11,6.11,9,49.16,Bachelor,Yes,Medium,Yes,C,Medium
5177,58.48,3.31,73.82,59.82,48.63,5.31,4,43.72,Bachelor,Yes,Medium,Yes,C,Medium
5178,50.2,4.06,60.4,53.22,65.28,6.83,26,94.07,Bachelor,Yes,Medium,Yes,B,Low
5179,76.13,2.53,71.17,56.4,7.17,8.21,33,38.56,Master,Yes,Medium,No,C,Medium
5180,78.24,0.78,47.92,61.67,53.31,6.76,21,54.89,Master,Yes,High,No,D,High
5181,81.28,1.48,48.01,72.2,66.75,7.78,7,91.47,Bachelor,Yes,Medium,Yes,C,Medium
5182,71.31,0.5,44.01,89.99,63.23,8.96,44,61.97,Master,Yes,High,No,C,Medium
5183,74.99,4.9,69.74,41.53,43.62,9.82,19,59.84,Bachelor,Yes,Medium,No,B,Low
5184,83.51,4.22,86.72,73.99,93.26,6.64,28,60.13,Master,Yes,Medium,No,A,Low
5185,93.61,3.47,82.3,40.5,72.1,7.5,7,10.2,Bachelor,Yes,High,Yes,B,Low
5186,48.67,2.25,60.66,76.36,69.75,5.08,12,60.17,Master,Yes,High,No,C,Medium
5187,72.47,3.21,62.08,38.79,81.78,7.11,10,62.85,Bachelor,Yes,Low,Yes,B,Low
5188,81.21,3.45,79.76,39.69,61.63,7.78,4,45.97,Bachelor,No,Medium,No,C,Medium
5189,64.23,2.56,88.72,76.28,75.49,7.83,11,30.98,Bachelor,Yes,Medium,Yes,C,Medium
5190,100.0,2.63,26.18,71.24,57.48,7.64,23,72.94,Bachelor,Yes,Medium,No,C,Medium
5191,68.47,5.86,55.87,45.07,61.06,5.48,40,74.94,Master,Yes,Medium,No,B,Low
5192,77.38,1.25,67.8,85.56,65.44,7.03,9,87.08,High School,Yes,Medium,No,C,Medium
5193,86.34,5.29,64.25,63.71,75.33,8.28,5,68.76,High School,No,High,No,B,Low
5194,69.13,0.59,63.7,76.19,43.21,5.68,11,47.38,High School,Yes,Medium,No,D,High
5195,50.3,6.39,99.31,84.13,24.5,6.63,6,43.29,High School,Yes,Medium,Yes,B,Low
5196,71.57,0.5,49.92,95.91,44.59,7.06,2,63.54,Bachelor,No,Medium,No,D,High
5197,93.44,4.34,53.9,67.77,60.5,8.18,12,59.14,Bachelor,Yes,Medium,No,B,Low
5198,72.95,2.31,47.69,51.4,76.86,7.13,41,92.28,Bachelor,Yes,Medium,Yes,C,Medium
5199,65.3,3.2,36.48,85.99,91.63,7.67,12,88.3,Bachelor,Yes,Low,Yes,C,Medium
5200,91.89,3.26,53.05,89.9,88.16,5.62,42,45.81,Bachelor,Yes,Low,No,B,Low
5201,73.04,4.59,47.82,81.65,69.86,8.5,9,81.49,Master,Yes,Medium,No,B,Low
5202,70.35,0.5,59.71,74.3,62.68,8.76,16,61.25,Bachelor,Yes,Medium,Yes,C,Medium
5203,80.24,3.44,80.65,86.65,65.41,8.35,35,45.97,High School,Yes,Medium,No,B,Low
5204,89.56,3.83,52.72,63.12,75.5,6.71,44,47.3,High School,Yes,Medium,Yes,B,Low
5205,100.0,2.31,80.04,68.63,66.2,7.81,31,50.82,High School,Yes,Low,No,B,Low
5206,90.41,3.3,81.72,81.56,47.28,6.72,19,67.53,Bachelor,Yes,Low,Yes,B,Low
5207,95.4,2.3,63.25,74.85,81.89,7.03,15,60.52,High School,Yes,Medium,No,B,Low
5208,70.41,4.5,73.9,84.63,75.47,5.37,6,66.28,High School,Yes,Low,No,B,Low
5209,62.61,4.16,80.0,42.07,83.67,5.89,12,71.44,Master,Yes,Low,Yes,C,Medium
5210,78.93,3.89,58.56,64.91,89.86,8.63,16,15.98,Bachelor,Yes,Low,Yes,B,Low
5211,79.61,4.69,61.19,81.67,60.62,6.79,18,72.83,High School,Yes,High,Yes,B,Low
5212,61.82,5.74,71.6,66.47,34.41,6.47,43,78.49,High School,Yes,Low,Yes,B,Low
5213,75.37,1.72,73.24,79.97,28.23,7.55,5,77.76,High School,Yes,High,Yes,C,Medium
5214,83.99,7.5,63.97,60.99,67.15,8.84,33,59.7,Bachelor,Yes,Medium,Yes,A,Low
5215,83.41,4.21,78.55,90.09,88.2,5.17,41,29.48,Bachelor,Yes,Medium,Yes,A,Low
5216,85.56,2.6,61.72,62.45,52.91,4.84,8,73.35,PhD,Yes,High,Yes,C,Medium
5217,82.36,7.64,74.87,55.43,89.93,7.08,16,65.6,High School,Yes,Low,Yes,A,Low
5218,70.39,2.75,71.91,64.09,29.18,6.73,14,58.57,PhD,Yes,High,No,C,Medium
5219,70.29,1.32,53.67,81.91,34.47,7.35,28,100.0,Bachelor,Yes,Medium,No,C,Medium
5220,60.02,2.58,89.66,64.11,7.56,7.33,24,60.72,Bachelor,Yes,Medium,No,C,Medium
5221,100.0,2.5,81.88,31.92,46.83,8.1,2,66.77,High School,Yes,Low,No,C,Medium
5222,78.2,5.45,46.13,56.94,59.67,7.4,12,21.44,Bachelor,Yes,Medium,No,B,Low
5223,74.63,3.3,77.04,68.13,49.29,8.56,42,52.36,Master,Yes,Low,No,B,Low
5224,64.07,3.68,59.26,70.12,55.42,7.09,3,17.05,PhD,Yes,Medium,No,C,Medium
5225,100.0,3.61,78.9,81.48,69.28,6.44,14,90.3,Bachelor,Yes,High,No,B,Low
5226,61.9,5.6,84.54,60.66,82.8,5.97,15,57.07,Master,Yes,Medium,Yes,A,Low
5227,71.57,2.92,74.87,57.89,54.27,5.86,18,54.65,High School,Yes,Medium,No,C,Medium
5228,84.24,3.13,86.24,67.44,93.77,8.5,39,51.22,Bachelor,Yes,Medium,No,B,Low
5229,87.0,2.26,75.24,62.03,42.82,7.39,22,41.55,PhD,Yes,Medium,Yes,C,Medium
5230,92.37,2.74,57.51,63.19,51.52,5.01,36,62.13,Bachelor,Yes,Medium,Yes,C,Medium
5231,100.0,4.45,27.14,56.52,86.56,5.97,21,44.37,Bachelor,Yes,Low,Yes,B,Low
5232,85.59,4.81,44.19,80.8,19.73,7.42,14,34.27,Bachelor,Yes,Medium,Yes,B,Low
5233,62.16,6.56,54.19,93.87,68.27,5.52,40,96.44,High School,Yes,Medium,No,A,Low
5234,74.15,3.31,73.76,36.7,34.78,6.81,34,100.0,Master,Yes,High,No,B,Low
5235,82.62,3.03,42.05,61.84,43.56,6.15,33,81.0,High School,Yes,High,Yes,B,Low
5236,100.0,4.21,40.03,85.68,36.8,7.29,23,52.83,Bachelor,Yes,Medium,No,B,Low
5237,57.03,2.66,57.02,71.43,41.24,8.03,43,63.48,High School,Yes,Low,No,C,Medium
5238,96.04,2.35,59.08,64.23,48.55,8.45,28,39.5,Bachelor,Yes,Medium,No,C,Medium
5239,80.7,4.08,66.36,95.61,54.75,5.43,9,59.25,Master,Yes,Medium,No,B,Low
5240,90.57,2.79,87.44,57.62,57.74,4.16,12,39.38,Master,Yes,Medium,No,C,Medium
5241,76.47,2.98,55.45,79.24,65.87,7.13,25,65.61,High School,Yes,Low,Yes,C,Medium
5242,65.36,4.59,61.85,76.89,50.41,6.38,42,93.12,Master,Yes,High,No,B,Low
5243,89.26,4.06,80.34,48.64,69.33,7.48,25,88.02,Bachelor,Yes,Low,Yes,B,Low
5244,87.82,7.1,48.09,63.95,71.01,7.04,30,39.63,Master,Yes,High,Yes,A,Low
5245,92.58,5.16,85.38,69.45,68.6,6.78,40,58.09,High School,Yes,Low,No,A,Low
5246,77.8,2.12,46.71,87.72,63.3,7.91,27,65.41,PhD,Yes,Medium,No,B,Low
5247,69.0,2.78,56.81,96.66,65.85,5.39,44,46.89,Bachelor,Yes,Low,No,B,Low
5248,54.62,1.03,51.6,63.45,52.56,7.07,35,72.95,Bachelor,Yes,Medium,Yes,C,Medium
5249,90.29,1.75,92.68,76.84,56.27,8.49,17,92.68,Master,Yes,Low,Yes,C,Medium
5250,84.36,5.77,66.6,80.28,82.45,9.29,30,76.75,Bachelor,Yes,High,No,A,Low
5251,63.51,3.0,61.24,75.35,60.47,5.69,27,44.8,High School,Yes,Low,No,C,Medium
5252,69.92,1.01,43.18,56.07,53.81,5.85,41,87.46,High School,Yes,Low,No,D,High
5253,71.0,0.5,85.59,68.87,42.05,7.2,38,55.22,Bachelor,Yes,Low,No,C,Medium
5254,55.76,0.85,79.32,80.77,78.73,6.03,3,64.57,High School,Yes,High,No,C,Medium
5255,65.73,2.06,52.48,57.81,76.64,8.55,39,66.61,Master,Yes,Low,No,C,Medium
5256,60.99,3.51,65.14,50.01,72.88,7.28,42,52.95,High School,Yes,Medium,No,B,Low
5257,71.81,2.79,71.77,45.65,41.31,5.17,38,47.04,High School,Yes,Low,Yes,C,Medium
5258,66.92,4.76,70.63,71.68,69.15,4.98,36,41.94,Bachelor,Yes,Medium,Yes,B,Low
5259,53.59,1.82,56.02,39.41,57.12,4.48,21,60.13,High School,Yes,High,No,D,High
5260,100.0,5.71,92.02,55.26,71.55,8.37,10,49.08,Master,Yes,Medium,Yes,A,Low
5261,96.79,3.25,60.78,42.95,81.83,8.57,8,63.66,Master,Yes,Medium,No,C,Medium
5262,66.31,4.32,61.33,51.56,29.07,6.54,15,74.0,Master,Yes,Medium,Yes,C,Medium
5263,82.09,2.56,82.36,60.96,58.32,5.62,19,34.57,Bachelor,Yes,Low,No,C,Medium
5264,84.26,5.33,77.99,44.71,80.88,7.42,41,59.58,Bachelor,Yes,Medium,Yes,A,Low
5265,95.87,1.11,81.2,61.92,100.0,8.67,42,69.68,Bachelor,Yes,High,No,B,Low
5266,65.72,1.28,98.86,50.44,50.75,8.51,42,22.18,Bachelor,No,High,Yes,C,Medium
5267,94.38,1.75,52.81,67.37,40.71,7.49,10,72.22,High School,No,High,No,D,High
5268,69.78,5.62,67.51,55.57,22.99,8.0,41,19.34,Bachelor,No,Medium,No,B,Low
5269,57.96,3.07,50.41,84.67,100.0,6.46,27,87.41,Bachelor,Yes,High,Yes,B,Low
5270,88.86,1.79,55.37,74.8,65.53,7.62,2,94.21,High School,Yes,Low,No,C,Medium
5271,97.36,3.15,50.57,51.06,35.77,5.05,11,39.58,Master,Yes,Medium,Yes,C,Medium
5272,100.0,3.81,63.45,80.01,77.65,8.47,22,58.63,Master,Yes,Medium,No,B,Low
5273,60.0,1.56,79.45,46.9,38.15,6.75,33,41.78,High School,Yes,Low,Yes,D,High
5274,88.48,3.79,58.49,79.34,72.91,6.38,10,62.83,PhD,Yes,Medium,No,B,Low
5275,71.85,3.26,67.62,97.77,51.16,7.51,21,79.72,High School,Yes,Medium,Yes,B,Low
5276,89.75,2.59,48.9,74.9,66.17,7.52,8,39.97,PhD,Yes,Medium,No,C,Medium
5277,55.94,1.22,51.55,50.13,75.41,8.37,27,71.17,Bachelor,Yes,High,Yes,C,Medium
5278,59.06,5.1,40.21,64.82,72.4,8.07,31,70.74,Bachelor,Yes,Medium,Yes,B,Low
5279,66.36,2.66,58.63,61.98,27.91,7.0,30,93.19,Bachelor,Yes,Medium,No,C,Medium
5280,79.18,0.5,62.08,56.73,81.73,5.63,5,72.5,High School,Yes,High,No,D,High
5281,68.38,4.14,64.04,64.84,43.92,7.92,24,41.85,Master,Yes,Medium,No,B,Low
5282,87.89,4.19,51.26,66.19,39.1,5.91,23,65.54,High School,Yes,High,No,B,Low
5283,93.4,5.18,70.59,78.87,40.74,4.66,6,38.46,Bachelor,Yes,High,No,B,Low
5284,86.99,4.24,61.15,77.55,29.55,7.72,30,57.54,Master,Yes,Low,Yes,B,Low
5285,100.0,3.75,49.74,80.73,100.0,7.12,28,68.62,Bachelor,Yes,Medium,No,B,Low
5286,84.24,2.62,66.83,45.83,52.33,6.45,14,48.3,Master,Yes,Low,No,C,Medium
5287,59.75,2.63,66.18,49.19,32.67,6.71,5,56.97,Bachelor,Yes,High,No,D,High
5288,98.45,4.72,62.42,86.03,83.41,8.81,21,55.54,Bachelor,Yes,Low,No,B,Low
5289,68.92,3.22,84.66,64.07,40.02,5.97,20,47.5,Bachelor,No,Medium,No,C,Medium
5290,91.66,0.91,71.76,71.69,56.41,7.46,26,24.63,High School,Yes,Medium,Yes,C,Medium
5291,100.0,2.88,100.0,71.27,76.58,7.69,15,76.11,PhD,Yes,Low,No,B,Low
5292,84.85,3.4,57.01,58.61,54.36,8.52,37,32.4,Master,Yes,High,Yes,B,Low
5293,55.56,0.5,66.23,66.72,70.84,6.76,20,36.25,Bachelor,Yes,Low,No,D,High
5294,64.23,4.84,44.13,59.13,55.6,8.03,11,53.69,Bachelor,Yes,Medium,Yes,B,Low
5295,97.84,3.5,56.02,41.71,49.99,4.95,8,68.71,High School,Yes,Medium,Yes,C,Medium
5296,75.46,1.05,30.86,59.59,62.85,6.8,4,71.21,Bachelor,Yes,Low,No,D,High
5297,79.19,2.96,73.65,79.63,51.63,8.01,37,100.0,Bachelor,Yes,Medium,Yes,B,Low
